../../03 Data/Dataset2_onPallet/OP_colorIMG_366.png,814,249,983,302,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_366.png,648,305,819,361,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_366.png,647,263,814,318,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_366.png,816,288,988,343,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_366.png,822,329,994,383,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_366.png,806,208,978,261,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_366.png,640,223,808,276,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_366.png,986,367,1057,558,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_366.png,654,390,727,581,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_85.png,636,349,779,403,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_85.png,627,382,777,442,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_85.png,762,440,910,500,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_477.png,789,143,977,237,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_477.png,735,358,923,450,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_477.png,925,294,1013,467,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_477.png,1018,318,1094,489,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_477.png,970,305,1052,480,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_477.png,772,232,958,321,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_477.png,808,57,995,150,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_477.png,801,101,988,195,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_477.png,760,273,948,367,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_477.png,991,95,1178,186,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_477.png,748,316,936,407,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_477.png,781,188,962,276,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_38.png,689,282,862,339,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_38.png,695,321,865,381,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_38.png,698,363,871,422,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_38.png,705,403,878,465,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_38.png,711,441,886,506,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_38.png,682,240,850,303,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_38.png,514,252,687,328,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_38.png,520,291,693,367,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_38.png,560,550,731,614,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_38.png,722,486,895,549,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_38.png,729,522,899,592,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_86.png,756,473,904,538,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_86.png,762,440,910,500,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_86.png,627,383,775,443,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_86.png,634,347,782,407,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_316.png,720,446,843,635,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_316.png,758,425,882,612,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_316.png,758,224,879,408,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_316.png,795,404,921,591,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_316.png,716,240,837,424,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_316.png,638,280,758,462,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_316.png,674,470,803,657,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_316.png,676,260,795,440,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_316.png,801,201,923,385,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_316.png,597,300,718,483,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_316.png,927,352,1052,540,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_316.png,880,371,1004,560,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_316.png,841,392,967,580,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_316.png,883,170,1006,353,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_316.png,972,337,1092,522,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_316.png,843,185,964,369,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_95.png,621,417,769,477,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_95.png,627,383,775,443,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_95.png,781,335,929,395,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_95.png,762,440,910,500,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_95.png,777,373,925,428,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_95.png,634,349,782,404,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_95.png,615,450,763,510,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_95.png,754,476,907,538,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_95.png,747,513,899,573,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_95.png,766,405,917,465,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_95.png,785,302,936,356,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_95.png,639,315,790,369,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_95.png,605,486,752,546,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_414.png,876,288,1005,415,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_414.png,850,310,979,442,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_414.png,745,212,875,336,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_414.png,900,265,1026,389,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_465.png,819,320,872,491,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_465.png,859,314,912,485,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_465.png,889,146,941,312,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_465.png,777,314,830,485,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_465.png,925,141,984,313,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_465.png,847,149,900,320,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_465.png,802,154,855,325,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_465.png,966,140,1025,312,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_465.png,1011,133,1064,304,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_465.png,900,313,953,484,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_465.png,1048,129,1107,301,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_465.png,1065,297,1128,465,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_463.png,819,320,872,491,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_463.png,775,315,829,489,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_463.png,847,148,900,319,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_463.png,801,154,854,324,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_463.png,889,146,941,312,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_463.png,859,314,912,485,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_463.png,966,140,1025,310,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_463.png,928,142,981,313,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_463.png,900,313,953,484,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_463.png,1009,134,1068,305,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_463.png,761,151,815,317,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_162.png,712,225,896,397,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_162.png,679,261,863,433,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_162.png,645,300,831,468,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_162.png,903,317,1091,493,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_162.png,935,278,1123,454,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_162.png,869,356,1057,532,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_162.png,781,148,965,319,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_162.png,744,191,931,359,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_162.png,817,115,996,283,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_162.png,835,389,1021,573,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_162.png,972,245,1156,416,Brick
../../03 Data/Dataset2_onPallet/OP_colorIMG_162.png,609,335,796,503,Brick
