../../03 Data/DOTA_tennis-court/P0350.png,556.4634,797.71387,489.0,747.0,598.5366,601.28613,666.0,652.0,tennis-court,-53.066932678222656
../../03 Data/DOTA_tennis-court/P0350.png,469.92065,733.1035,402.00006,681.0,514.00006,535.0,581.92065,587.1035,tennis-court,-52.507347106933594
../../03 Data/DOTA_tennis-court/P0350.png,385.68945,668.417,318.0,618.0,426.31055,472.583,494.0,523.0,tennis-court,-53.32024383544922
../../03 Data/DOTA_tennis-court/P0350.png,291.9356,598.4309,225.0,548.0,335.0,402.0,401.9356,452.4309,tennis-court,-53.00472640991211
../../03 Data/DOTA_tennis-court/P0350.png,208.16,535.12,139.68,483.76,249.0,338.0,317.48,389.36,tennis-court,-53.13010025024414
../../03 Data/DOTA_tennis-court/P0355.png,483.90002,765.69995,395.90002,741.69995,446.0,558.0,534.0,582.0,tennis-court,-74.74488067626953
../../03 Data/DOTA_tennis-court/P0355.png,366.0,736.0,277.7987,712.76416,327.0,526.0,415.2013,549.23584,tennis-court,-75.24127960205078
../../03 Data/DOTA_tennis-court/P0355.png,247.08595,703.0227,160.08595,680.0227,208.99998,495.0,296.0,518.0,tennis-court,-75.1916275024414
../../03 Data/DOTA_tennis-court/P0355.png,616.5966,458.4456,529.00006,434.00003,580.39594,249.83145,667.9925,274.277,tennis-court,-74.40719604492188
../../03 Data/DOTA_tennis-court/P0355.png,506.99994,428.0,419.7396,403.94446,471.0,218.0,558.2604,242.05554,tennis-court,-74.58776092529297
../../03 Data/DOTA_tennis-court/P0355.png,398.0,398.00006,310.7932,374.7765,360.0,190.0,447.2068,213.22357,tennis-court,-75.08796691894531
../../03 Data/DOTA_tennis-court/P0355.png,288.1291,369.3055,201.69305,345.91693,252.0,160.00003,338.43604,183.38861,tennis-court,-74.85901641845703
../../03 Data/DOTA_tennis-court/P0358.png,609.1515,845.8658,593.1515,648.8658,690.0,640.99994,706.0,837.99994,tennis-court,85.3567271232605
../../03 Data/DOTA_tennis-court/P0358.png,486.99997,854.0,472.90866,656.7208,567.0,650.0,581.0913,847.2792,tennis-court,85.91438341140747
../../03 Data/DOTA_tennis-court/P0358.png,370.00003,863.00006,355.25156,667.05634,449.32077,659.9759,464.06924,855.9196,tennis-court,85.69553089141846
../../03 Data/DOTA_tennis-court/P0358.png,252.33345,873.64984,234.33345,676.64984,329.0,668.00006,347.0,865.00006,tennis-court,84.77934885025024
../../03 Data/DOTA_tennis-court/P0358.png,891.6832,498.83167,872.0,302.0,972.0,292.0,991.6832,488.83167,tennis-court,84.28940677642822
../../03 Data/DOTA_tennis-court/P0358.png,769.0001,507.0,752.8092,310.68585,849.8092,302.68585,866.0001,499.0,tennis-court,85.28524541854858
../../03 Data/DOTA_tennis-court/P0358.png,646.99994,517.00006,630.977,319.71762,725.99994,312.0,742.0229,509.28244,tennis-court,85.3567271232605
../../03 Data/DOTA_tennis-court/P0358.png,528.0,527.0,514.74695,327.1851,608.0,320.99994,621.25305,520.8148,tennis-court,86.20532774925232
../../03 Data/DOTA_tennis-court/P0358.png,408.98926,536.00085,394.00006,339.0,486.99426,331.92432,501.98346,528.9252,tennis-court,85.64892244338989
../../03 Data/DOTA_tennis-court/P0358.png,291.0089,543.11664,276.0,346.99994,368.9911,339.8833,384.0,536.0,tennis-court,85.62364959716797
../../03 Data/DOTA_tennis-court/P0360.png,618.00006,525.00006,527.00006,505.00006,568.16583,317.6958,659.16583,337.6958,tennis-court,-77.60459899902344
../../03 Data/DOTA_tennis-court/P0360.png,490.0,498.00003,397.86023,477.6323,440.0,287.00003,532.1398,307.36777,tennis-court,-77.53506469726562
../../03 Data/DOTA_tennis-court/P0360.png,350.99997,468.0,260.44992,448.56256,301.44992,257.56256,391.99997,277.0,tennis-court,-77.88475799560547
../../03 Data/DOTA_tennis-court/P0360.png,228.0,438.0,133.81018,416.8451,176.04572,228.79639,270.23553,249.9513,tennis-court,-77.34149169921875
../../03 Data/DOTA_tennis-court/P0361.png,256.0,564.0,225.78485,478.07568,408.0,414.0,438.21515,499.92432,tennis-court,-19.3741397857666
../../03 Data/DOTA_tennis-court/P0361.png,221.22096,463.27246,190.00002,374.0,373.77905,309.72754,405.0,399.0,tennis-court,-19.276098251342773
../../03 Data/DOTA_tennis-court/P0361.png,185.22096,360.27246,154.00002,271.00003,337.77905,206.7276,369.0,296.00003,tennis-court,-19.276098251342773
../../03 Data/DOTA_tennis-court/P0361.png,150.0,257.0,118.99697,168.35078,301.99695,104.3508,332.99997,193.00002,tennis-court,-19.276100158691406
../../03 Data/DOTA_tennis-court/P0362.png,230.5267,471.9337,206.94662,430.13266,311.41995,371.199,335.00003,413.00003,tennis-court,-29.42745590209961
../../03 Data/DOTA_tennis-court/P0362.png,125.0,534.0,101.0,492.00003,206.75385,431.56927,230.75385,473.56924,tennis-court,-29.744882583618164
../../03 Data/DOTA_tennis-court/P0362.png,95.0,482.99997,71.60016,441.66025,177.60016,381.66025,201.0,422.99997,tennis-court,-29.511497497558594
